setup_id,family,params,trades,trades_per_active_day,wins,losses,unresolved,win_rate,profit_factor,expectancy_points,total_points,max_dd_points,profit_to_dd,max_losing_streak,active_trade_days,worst_day_points,best_day_points,candidate_setup_id,candidate_family,candidate_pf,candidate_expectancy,candidate_profit_to_dd,candidate_trades,overlap_entries,overlap_handling,shared_losing_days,delta_total_points,delta_max_dd_points,delta_losing_streak,passes_core_filters
combo__failed_reversal_continuation__target-500__stop-150__horizon-15__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-1p2__trend-False,combo,baseline + target=500;stop=150;horizon=15;session=NY Open;spread<=20;atr>=450;dir_prev10<=-100;body_atr>=1.2;trend=False,17,0.2328767123287671,9,8,0,0.5294117647058824,5.265822784810126,198.23529411764707,3370.0,250.0,13.48,2,11,-90.0,880.0,failed_reversal_continuation__target-500__stop-150__horizon-15__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-1p2__trend-False,failed_reversal_continuation,12.25,360.0,11.25,5,5,replace,0,2250.0,-380.0,-5,True
combo__failed_reversal_continuation__target-500__stop-150__horizon-15__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-None__trend-False,combo,baseline + target=500;stop=150;horizon=15;session=NY Open;spread<=20;atr>=450;dir_prev10<=-100;body_atr>=None;trend=False,17,0.2328767123287671,9,8,0,0.5294117647058824,5.265822784810126,198.23529411764707,3370.0,250.0,13.48,2,11,-90.0,880.0,failed_reversal_continuation__target-500__stop-150__horizon-15__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-None__trend-False,failed_reversal_continuation,12.25,360.0,11.25,5,5,replace,0,2250.0,-380.0,-5,True
combo__failed_reversal_continuation__target-500__stop-150__horizon-30__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-1p2__trend-False,combo,baseline + target=500;stop=150;horizon=30;session=NY Open;spread<=20;atr>=450;dir_prev10<=-100;body_atr>=1.2;trend=False,17,0.2328767123287671,9,8,0,0.5294117647058824,5.265822784810126,198.23529411764707,3370.0,250.0,13.48,2,11,-90.0,880.0,failed_reversal_continuation__target-500__stop-150__horizon-30__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-1p2__trend-False,failed_reversal_continuation,12.25,360.0,11.25,5,5,replace,0,2250.0,-380.0,-5,True
combo__failed_reversal_continuation__target-500__stop-150__horizon-30__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-None__trend-False,combo,baseline + target=500;stop=150;horizon=30;session=NY Open;spread<=20;atr>=450;dir_prev10<=-100;body_atr>=None;trend=False,17,0.2328767123287671,9,8,0,0.5294117647058824,5.265822784810126,198.23529411764707,3370.0,250.0,13.48,2,11,-90.0,880.0,failed_reversal_continuation__target-500__stop-150__horizon-30__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-None__trend-False,failed_reversal_continuation,12.25,360.0,11.25,5,5,replace,0,2250.0,-380.0,-5,True
combo__failed_reversal_continuation__target-500__stop-150__horizon-45__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-1p2__trend-False,combo,baseline + target=500;stop=150;horizon=45;session=NY Open;spread<=20;atr>=450;dir_prev10<=-100;body_atr>=1.2;trend=False,17,0.2328767123287671,9,8,0,0.5294117647058824,5.265822784810126,198.23529411764707,3370.0,250.0,13.48,2,11,-90.0,880.0,failed_reversal_continuation__target-500__stop-150__horizon-45__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-1p2__trend-False,failed_reversal_continuation,12.25,360.0,11.25,5,5,replace,0,2250.0,-380.0,-5,True
combo__failed_reversal_continuation__target-500__stop-150__horizon-45__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-None__trend-False,combo,baseline + target=500;stop=150;horizon=45;session=NY Open;spread<=20;atr>=450;dir_prev10<=-100;body_atr>=None;trend=False,17,0.2328767123287671,9,8,0,0.5294117647058824,5.265822784810126,198.23529411764707,3370.0,250.0,13.48,2,11,-90.0,880.0,failed_reversal_continuation__target-500__stop-150__horizon-45__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-None__trend-False,failed_reversal_continuation,12.25,360.0,11.25,5,5,replace,0,2250.0,-380.0,-5,True
combo__failed_reversal_continuation__target-500__stop-150__horizon-60__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-1p2__trend-False,combo,baseline + target=500;stop=150;horizon=60;session=NY Open;spread<=20;atr>=450;dir_prev10<=-100;body_atr>=1.2;trend=False,17,0.2328767123287671,9,8,0,0.5294117647058824,5.265822784810126,198.23529411764707,3370.0,250.0,13.48,2,11,-90.0,880.0,failed_reversal_continuation__target-500__stop-150__horizon-60__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-1p2__trend-False,failed_reversal_continuation,12.25,360.0,11.25,5,5,replace,0,2250.0,-380.0,-5,True
combo__failed_reversal_continuation__target-500__stop-150__horizon-60__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-None__trend-False,combo,baseline + target=500;stop=150;horizon=60;session=NY Open;spread<=20;atr>=450;dir_prev10<=-100;body_atr>=None;trend=False,17,0.2328767123287671,9,8,0,0.5294117647058824,5.265822784810126,198.23529411764707,3370.0,250.0,13.48,2,11,-90.0,880.0,failed_reversal_continuation__target-500__stop-150__horizon-60__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-None__trend-False,failed_reversal_continuation,12.25,360.0,11.25,5,5,replace,0,2250.0,-380.0,-5,True
combo__failed_reversal_continuation__target-400__stop-150__horizon-15__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-1p2__trend-False,combo,baseline + target=400;stop=150;horizon=15;session=NY Open;spread<=20;atr>=450;dir_prev10<=-100;body_atr>=1.2;trend=False,17,0.2328767123287671,9,8,0,0.5294117647058824,4.7594936708860756,174.7058823529412,2970.0,250.0,11.88,2,11,-90.0,880.0,failed_reversal_continuation__target-400__stop-150__horizon-15__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-1p2__trend-False,failed_reversal_continuation,9.75,280.0,8.75,5,5,replace,0,1850.0,-380.0,-5,True
combo__failed_reversal_continuation__target-400__stop-150__horizon-15__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-None__trend-False,combo,baseline + target=400;stop=150;horizon=15;session=NY Open;spread<=20;atr>=450;dir_prev10<=-100;body_atr>=None;trend=False,17,0.2328767123287671,9,8,0,0.5294117647058824,4.7594936708860756,174.7058823529412,2970.0,250.0,11.88,2,11,-90.0,880.0,failed_reversal_continuation__target-400__stop-150__horizon-15__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-None__trend-False,failed_reversal_continuation,9.75,280.0,8.75,5,5,replace,0,1850.0,-380.0,-5,True
combo__failed_reversal_continuation__target-400__stop-150__horizon-30__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-1p2__trend-False,combo,baseline + target=400;stop=150;horizon=30;session=NY Open;spread<=20;atr>=450;dir_prev10<=-100;body_atr>=1.2;trend=False,17,0.2328767123287671,9,8,0,0.5294117647058824,4.7594936708860756,174.7058823529412,2970.0,250.0,11.88,2,11,-90.0,880.0,failed_reversal_continuation__target-400__stop-150__horizon-30__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-1p2__trend-False,failed_reversal_continuation,9.75,280.0,8.75,5,5,replace,0,1850.0,-380.0,-5,True
combo__failed_reversal_continuation__target-400__stop-150__horizon-30__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-None__trend-False,combo,baseline + target=400;stop=150;horizon=30;session=NY Open;spread<=20;atr>=450;dir_prev10<=-100;body_atr>=None;trend=False,17,0.2328767123287671,9,8,0,0.5294117647058824,4.7594936708860756,174.7058823529412,2970.0,250.0,11.88,2,11,-90.0,880.0,failed_reversal_continuation__target-400__stop-150__horizon-30__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-None__trend-False,failed_reversal_continuation,9.75,280.0,8.75,5,5,replace,0,1850.0,-380.0,-5,True
combo__failed_reversal_continuation__target-400__stop-150__horizon-45__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-1p2__trend-False,combo,baseline + target=400;stop=150;horizon=45;session=NY Open;spread<=20;atr>=450;dir_prev10<=-100;body_atr>=1.2;trend=False,17,0.2328767123287671,9,8,0,0.5294117647058824,4.7594936708860756,174.7058823529412,2970.0,250.0,11.88,2,11,-90.0,880.0,failed_reversal_continuation__target-400__stop-150__horizon-45__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-1p2__trend-False,failed_reversal_continuation,9.75,280.0,8.75,5,5,replace,0,1850.0,-380.0,-5,True
combo__failed_reversal_continuation__target-400__stop-150__horizon-45__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-None__trend-False,combo,baseline + target=400;stop=150;horizon=45;session=NY Open;spread<=20;atr>=450;dir_prev10<=-100;body_atr>=None;trend=False,17,0.2328767123287671,9,8,0,0.5294117647058824,4.7594936708860756,174.7058823529412,2970.0,250.0,11.88,2,11,-90.0,880.0,failed_reversal_continuation__target-400__stop-150__horizon-45__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-None__trend-False,failed_reversal_continuation,9.75,280.0,8.75,5,5,replace,0,1850.0,-380.0,-5,True
combo__failed_reversal_continuation__target-400__stop-150__horizon-60__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-1p2__trend-False,combo,baseline + target=400;stop=150;horizon=60;session=NY Open;spread<=20;atr>=450;dir_prev10<=-100;body_atr>=1.2;trend=False,17,0.2328767123287671,9,8,0,0.5294117647058824,4.7594936708860756,174.7058823529412,2970.0,250.0,11.88,2,11,-90.0,880.0,failed_reversal_continuation__target-400__stop-150__horizon-60__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-1p2__trend-False,failed_reversal_continuation,9.75,280.0,8.75,5,5,replace,0,1850.0,-380.0,-5,True
combo__failed_reversal_continuation__target-400__stop-150__horizon-60__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-None__trend-False,combo,baseline + target=400;stop=150;horizon=60;session=NY Open;spread<=20;atr>=450;dir_prev10<=-100;body_atr>=None;trend=False,17,0.2328767123287671,9,8,0,0.5294117647058824,4.7594936708860756,174.7058823529412,2970.0,250.0,11.88,2,11,-90.0,880.0,failed_reversal_continuation__target-400__stop-150__horizon-60__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-None__trend-False,failed_reversal_continuation,9.75,280.0,8.75,5,5,replace,0,1850.0,-380.0,-5,True
combo__failed_reversal_continuation__target-350__stop-150__horizon-15__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-1p2__trend-False,combo,baseline + target=350;stop=150;horizon=15;session=NY Open;spread<=20;atr>=450;dir_prev10<=-100;body_atr>=1.2;trend=False,17,0.2328767123287671,9,8,0,0.5294117647058824,4.506329113924051,162.94117647058823,2770.0,250.0,11.08,2,11,-90.0,880.0,failed_reversal_continuation__target-350__stop-150__horizon-15__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-1p2__trend-False,failed_reversal_continuation,8.5,240.0,7.5,5,5,replace,0,1650.0,-380.0,-5,True
combo__failed_reversal_continuation__target-350__stop-150__horizon-15__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-None__trend-False,combo,baseline + target=350;stop=150;horizon=15;session=NY Open;spread<=20;atr>=450;dir_prev10<=-100;body_atr>=None;trend=False,17,0.2328767123287671,9,8,0,0.5294117647058824,4.506329113924051,162.94117647058823,2770.0,250.0,11.08,2,11,-90.0,880.0,failed_reversal_continuation__target-350__stop-150__horizon-15__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-None__trend-False,failed_reversal_continuation,8.5,240.0,7.5,5,5,replace,0,1650.0,-380.0,-5,True
combo__failed_reversal_continuation__target-350__stop-150__horizon-30__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-1p2__trend-False,combo,baseline + target=350;stop=150;horizon=30;session=NY Open;spread<=20;atr>=450;dir_prev10<=-100;body_atr>=1.2;trend=False,17,0.2328767123287671,9,8,0,0.5294117647058824,4.506329113924051,162.94117647058823,2770.0,250.0,11.08,2,11,-90.0,880.0,failed_reversal_continuation__target-350__stop-150__horizon-30__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-1p2__trend-False,failed_reversal_continuation,8.5,240.0,7.5,5,5,replace,0,1650.0,-380.0,-5,True
combo__failed_reversal_continuation__target-350__stop-150__horizon-30__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-None__trend-False,combo,baseline + target=350;stop=150;horizon=30;session=NY Open;spread<=20;atr>=450;dir_prev10<=-100;body_atr>=None;trend=False,17,0.2328767123287671,9,8,0,0.5294117647058824,4.506329113924051,162.94117647058823,2770.0,250.0,11.08,2,11,-90.0,880.0,failed_reversal_continuation__target-350__stop-150__horizon-30__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-None__trend-False,failed_reversal_continuation,8.5,240.0,7.5,5,5,replace,0,1650.0,-380.0,-5,True
combo__failed_reversal_continuation__target-350__stop-150__horizon-45__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-1p2__trend-False,combo,baseline + target=350;stop=150;horizon=45;session=NY Open;spread<=20;atr>=450;dir_prev10<=-100;body_atr>=1.2;trend=False,17,0.2328767123287671,9,8,0,0.5294117647058824,4.506329113924051,162.94117647058823,2770.0,250.0,11.08,2,11,-90.0,880.0,failed_reversal_continuation__target-350__stop-150__horizon-45__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-1p2__trend-False,failed_reversal_continuation,8.5,240.0,7.5,5,5,replace,0,1650.0,-380.0,-5,True
combo__failed_reversal_continuation__target-350__stop-150__horizon-45__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-None__trend-False,combo,baseline + target=350;stop=150;horizon=45;session=NY Open;spread<=20;atr>=450;dir_prev10<=-100;body_atr>=None;trend=False,17,0.2328767123287671,9,8,0,0.5294117647058824,4.506329113924051,162.94117647058823,2770.0,250.0,11.08,2,11,-90.0,880.0,failed_reversal_continuation__target-350__stop-150__horizon-45__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-None__trend-False,failed_reversal_continuation,8.5,240.0,7.5,5,5,replace,0,1650.0,-380.0,-5,True
combo__failed_reversal_continuation__target-500__stop-200__horizon-15__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-1p2__trend-False,combo,baseline + target=500;stop=200;horizon=15;session=NY Open;spread<=20;atr>=450;dir_prev10<=-100;body_atr>=1.2;trend=False,17,0.2328767123287671,9,8,0,0.5294117647058824,4.9523809523809526,195.2941176470588,3320.0,300.0,11.066666666666666,2,11,-90.0,880.0,failed_reversal_continuation__target-500__stop-200__horizon-15__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-1p2__trend-False,failed_reversal_continuation,9.333333333333334,350.0,8.333333333333334,5,5,replace,0,2200.0,-330.0,-5,True
combo__failed_reversal_continuation__target-500__stop-200__horizon-15__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-None__trend-False,combo,baseline + target=500;stop=200;horizon=15;session=NY Open;spread<=20;atr>=450;dir_prev10<=-100;body_atr>=None;trend=False,17,0.2328767123287671,9,8,0,0.5294117647058824,4.9523809523809526,195.2941176470588,3320.0,300.0,11.066666666666666,2,11,-90.0,880.0,failed_reversal_continuation__target-500__stop-200__horizon-15__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-None__trend-False,failed_reversal_continuation,9.333333333333334,350.0,8.333333333333334,5,5,replace,0,2200.0,-330.0,-5,True
combo__failed_reversal_continuation__target-500__stop-200__horizon-30__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-1p2__trend-False,combo,baseline + target=500;stop=200;horizon=30;session=NY Open;spread<=20;atr>=450;dir_prev10<=-100;body_atr>=1.2;trend=False,17,0.2328767123287671,9,8,0,0.5294117647058824,4.9523809523809526,195.2941176470588,3320.0,300.0,11.066666666666666,2,11,-90.0,880.0,failed_reversal_continuation__target-500__stop-200__horizon-30__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-1p2__trend-False,failed_reversal_continuation,9.333333333333334,350.0,8.333333333333334,5,5,replace,0,2200.0,-330.0,-5,True
combo__failed_reversal_continuation__target-500__stop-200__horizon-30__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-None__trend-False,combo,baseline + target=500;stop=200;horizon=30;session=NY Open;spread<=20;atr>=450;dir_prev10<=-100;body_atr>=None;trend=False,17,0.2328767123287671,9,8,0,0.5294117647058824,4.9523809523809526,195.2941176470588,3320.0,300.0,11.066666666666666,2,11,-90.0,880.0,failed_reversal_continuation__target-500__stop-200__horizon-30__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-None__trend-False,failed_reversal_continuation,9.333333333333334,350.0,8.333333333333334,5,5,replace,0,2200.0,-330.0,-5,True
combo__failed_reversal_continuation__target-500__stop-200__horizon-45__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-1p2__trend-False,combo,baseline + target=500;stop=200;horizon=45;session=NY Open;spread<=20;atr>=450;dir_prev10<=-100;body_atr>=1.2;trend=False,17,0.2328767123287671,9,8,0,0.5294117647058824,4.9523809523809526,195.2941176470588,3320.0,300.0,11.066666666666666,2,11,-90.0,880.0,failed_reversal_continuation__target-500__stop-200__horizon-45__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-1p2__trend-False,failed_reversal_continuation,9.333333333333334,350.0,8.333333333333334,5,5,replace,0,2200.0,-330.0,-5,True
combo__failed_reversal_continuation__target-500__stop-200__horizon-45__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-None__trend-False,combo,baseline + target=500;stop=200;horizon=45;session=NY Open;spread<=20;atr>=450;dir_prev10<=-100;body_atr>=None;trend=False,17,0.2328767123287671,9,8,0,0.5294117647058824,4.9523809523809526,195.2941176470588,3320.0,300.0,11.066666666666666,2,11,-90.0,880.0,failed_reversal_continuation__target-500__stop-200__horizon-45__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-None__trend-False,failed_reversal_continuation,9.333333333333334,350.0,8.333333333333334,5,5,replace,0,2200.0,-330.0,-5,True
combo__failed_reversal_continuation__target-500__stop-200__horizon-60__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-1p2__trend-False,combo,baseline + target=500;stop=200;horizon=60;session=NY Open;spread<=20;atr>=450;dir_prev10<=-100;body_atr>=1.2;trend=False,17,0.2328767123287671,9,8,0,0.5294117647058824,4.9523809523809526,195.2941176470588,3320.0,300.0,11.066666666666666,2,11,-90.0,880.0,failed_reversal_continuation__target-500__stop-200__horizon-60__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-1p2__trend-False,failed_reversal_continuation,9.333333333333334,350.0,8.333333333333334,5,5,replace,0,2200.0,-330.0,-5,True
combo__failed_reversal_continuation__target-500__stop-200__horizon-60__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-None__trend-False,combo,baseline + target=500;stop=200;horizon=60;session=NY Open;spread<=20;atr>=450;dir_prev10<=-100;body_atr>=None;trend=False,17,0.2328767123287671,9,8,0,0.5294117647058824,4.9523809523809526,195.2941176470588,3320.0,300.0,11.066666666666666,2,11,-90.0,880.0,failed_reversal_continuation__target-500__stop-200__horizon-60__session-NYOpen__spreadlt-20__atrgt-450__dir_prev10lt--100__body_atrgt-None__trend-False,failed_reversal_continuation,9.333333333333334,350.0,8.333333333333334,5,5,replace,0,2200.0,-330.0,-5,True
combo__displacement_retrace__target-500__stop-60__horizon-15__session-NYOpen__spreadlt-20__retrace-0p5__timeout-10__atrlt-450__dir_prev10gt-500,combo,baseline + target=500;stop=60;horizon=15;session=NY Open;spread<=20;retrace=0.5;timeout=10;atr<=450;dir_prev10>-500,22,0.3013698630136986,7,15,0,0.3181818181818182,2.4651162790697674,85.9090909090909,1890.0,520.0,3.6346153846153846,6,11,-250.0,880.0,displacement_retrace__target-500__stop-60__horizon-15__session-NYOpen__spreadlt-20__retrace-0p5__timeout-10__atrlt-450__dir_prev10gt-500,displacement_retrace,4.666666666666667,154.0,5.5,5,0,add,2,770.0,-110.0,-1,False
combo__displacement_retrace__target-500__stop-60__horizon-15__session-NYOpen__spreadlt-20__retrace-0p5__timeout-10__atrlt-450__dir_prev10gtNone,combo,baseline + target=500;stop=60;horizon=15;session=NY Open;spread<=20;retrace=0.5;timeout=10;atr<=450;dir_prev10>None,22,0.3013698630136986,7,15,0,0.3181818181818182,2.4651162790697674,85.9090909090909,1890.0,520.0,3.6346153846153846,6,11,-250.0,880.0,displacement_retrace__target-500__stop-60__horizon-15__session-NYOpen__spreadlt-20__retrace-0p5__timeout-10__atrlt-450__dir_prev10gtNone,displacement_retrace,4.666666666666667,154.0,5.5,5,0,add,2,770.0,-110.0,-1,False
combo__displacement_retrace__target-500__stop-60__horizon-30__session-NYOpen__spreadlt-20__retrace-0p5__timeout-10__atrlt-450__dir_prev10gt-500,combo,baseline + target=500;stop=60;horizon=30;session=NY Open;spread<=20;retrace=0.5;timeout=10;atr<=450;dir_prev10>-500,22,0.3013698630136986,7,15,0,0.3181818181818182,2.4651162790697674,85.9090909090909,1890.0,520.0,3.6346153846153846,6,11,-250.0,880.0,displacement_retrace__target-500__stop-60__horizon-30__session-NYOpen__spreadlt-20__retrace-0p5__timeout-10__atrlt-450__dir_prev10gt-500,displacement_retrace,4.666666666666667,154.0,5.5,5,0,add,2,770.0,-110.0,-1,False
combo__displacement_retrace__target-500__stop-60__horizon-30__session-NYOpen__spreadlt-20__retrace-0p5__timeout-10__atrlt-450__dir_prev10gtNone,combo,baseline + target=500;stop=60;horizon=30;session=NY Open;spread<=20;retrace=0.5;timeout=10;atr<=450;dir_prev10>None,22,0.3013698630136986,7,15,0,0.3181818181818182,2.4651162790697674,85.9090909090909,1890.0,520.0,3.6346153846153846,6,11,-250.0,880.0,displacement_retrace__target-500__stop-60__horizon-30__session-NYOpen__spreadlt-20__retrace-0p5__timeout-10__atrlt-450__dir_prev10gtNone,displacement_retrace,4.666666666666667,154.0,5.5,5,0,add,2,770.0,-110.0,-1,False
combo__displacement_retrace__target-500__stop-60__horizon-45__session-NYOpen__spreadlt-20__retrace-0p5__timeout-10__atrlt-450__dir_prev10gt-500,combo,baseline + target=500;stop=60;horizon=45;session=NY Open;spread<=20;retrace=0.5;timeout=10;atr<=450;dir_prev10>-500,22,0.3013698630136986,7,15,0,0.3181818181818182,2.4651162790697674,85.9090909090909,1890.0,520.0,3.6346153846153846,6,11,-250.0,880.0,displacement_retrace__target-500__stop-60__horizon-45__session-NYOpen__spreadlt-20__retrace-0p5__timeout-10__atrlt-450__dir_prev10gt-500,displacement_retrace,4.666666666666667,154.0,5.5,5,0,add,2,770.0,-110.0,-1,False
combo__displacement_retrace__target-500__stop-60__horizon-45__session-NYOpen__spreadlt-20__retrace-0p5__timeout-10__atrlt-450__dir_prev10gtNone,combo,baseline + target=500;stop=60;horizon=45;session=NY Open;spread<=20;retrace=0.5;timeout=10;atr<=450;dir_prev10>None,22,0.3013698630136986,7,15,0,0.3181818181818182,2.4651162790697674,85.9090909090909,1890.0,520.0,3.6346153846153846,6,11,-250.0,880.0,displacement_retrace__target-500__stop-60__horizon-45__session-NYOpen__spreadlt-20__retrace-0p5__timeout-10__atrlt-450__dir_prev10gtNone,displacement_retrace,4.666666666666667,154.0,5.5,5,0,add,2,770.0,-110.0,-1,False
combo__ict_london_reversal__target-450__stop-80__horizon-10__session-LondonOpen__spreadlt-20__atrlt-279__dir_prev10gtNone__bodylt-450,combo,baseline + target=450;stop=80;horizon=10;session=London Open;spread<=20;atr<=279;dir_prev10>None;body<=450,23,0.3150684931506849,8,15,0,0.34782608695652173,2.6074074074074076,94.34782608695652,2170.0,630.0,3.4444444444444446,7,11,-450.0,1320.0,ict_london_reversal__target-450__stop-80__horizon-10__session-LondonOpen__spreadlt-20__atrlt-279__dir_prev10gtNone__bodylt-450,ict_london_reversal,4.888888888888889,175.0,3.888888888888889,6,0,add,1,1050.0,0.0,0,False
combo__ict_london_reversal__target-450__stop-80__horizon-15__session-LondonOpen__spreadlt-20__atrlt-279__dir_prev10gtNone__bodylt-450,combo,baseline + target=450;stop=80;horizon=15;session=London Open;spread<=20;atr<=279;dir_prev10>None;body<=450,23,0.3150684931506849,8,15,0,0.34782608695652173,2.6074074074074076,94.34782608695652,2170.0,630.0,3.4444444444444446,7,11,-450.0,1320.0,ict_london_reversal__target-450__stop-80__horizon-15__session-LondonOpen__spreadlt-20__atrlt-279__dir_prev10gtNone__bodylt-450,ict_london_reversal,4.888888888888889,175.0,3.888888888888889,6,0,add,1,1050.0,0.0,0,False
combo__ict_london_reversal__target-450__stop-80__horizon-30__session-LondonOpen__spreadlt-20__atrlt-279__dir_prev10gtNone__bodylt-450,combo,baseline + target=450;stop=80;horizon=30;session=London Open;spread<=20;atr<=279;dir_prev10>None;body<=450,23,0.3150684931506849,8,15,0,0.34782608695652173,2.6074074074074076,94.34782608695652,2170.0,630.0,3.4444444444444446,7,11,-450.0,1320.0,ict_london_reversal__target-450__stop-80__horizon-30__session-LondonOpen__spreadlt-20__atrlt-279__dir_prev10gtNone__bodylt-450,ict_london_reversal,4.888888888888889,175.0,3.888888888888889,6,0,add,1,1050.0,0.0,0,False
combo__displacement_retrace__target-450__stop-60__horizon-15__session-NYOpen__spreadlt-20__retrace-0p5__timeout-10__atrlt-450__dir_prev10gt-500,combo,baseline + target=450;stop=60;horizon=15;session=NY Open;spread<=20;retrace=0.5;timeout=10;atr<=450;dir_prev10>-500,22,0.3013698630136986,7,15,0,0.3181818181818182,2.387596899224806,81.36363636363636,1790.0,520.0,3.4423076923076925,6,11,-250.0,880.0,displacement_retrace__target-450__stop-60__horizon-15__session-NYOpen__spreadlt-20__retrace-0p5__timeout-10__atrlt-450__dir_prev10gt-500,displacement_retrace,4.190476190476191,134.0,4.785714285714286,5,0,add,2,670.0,-110.0,-1,False
combo__displacement_retrace__target-450__stop-60__horizon-15__session-NYOpen__spreadlt-20__retrace-0p5__timeout-10__atrlt-450__dir_prev10gtNone,combo,baseline + target=450;stop=60;horizon=15;session=NY Open;spread<=20;retrace=0.5;timeout=10;atr<=450;dir_prev10>None,22,0.3013698630136986,7,15,0,0.3181818181818182,2.387596899224806,81.36363636363636,1790.0,520.0,3.4423076923076925,6,11,-250.0,880.0,displacement_retrace__target-450__stop-60__horizon-15__session-NYOpen__spreadlt-20__retrace-0p5__timeout-10__atrlt-450__dir_prev10gtNone,displacement_retrace,4.190476190476191,134.0,4.785714285714286,5,0,add,2,670.0,-110.0,-1,False
